,day,change,value
1,1,1.0000177662739784,10000.177662739785
2,2,0.9940633980062492,9940.810588089302
3,3,0.9684155286788592,9626.835341160902
4,4,0.9942357171358245,9571.34353916761
5,5,0.9684575807856438,9269.440208810565
6,6,0.9747399668200714,9035.293841576646
7,7,0.9500702314467012,8584.163711255678
8,8,1.0192921064730047,8749.770311554927
9,9,1.0394579402087738,9095.018225348764
10,10,0.9833505832717722,8943.591476764106
11,11,1.0097376049280302,9030.680637202533
12,12,0.9588721135958072,8659.267829803124
13,13,0.9684659461871288,8386.206012078046
14,14,0.9820827184275894,8235.947997635401
15,15,1.0042893960856594,8271.275240738154
16,16,0.9259785837787992,7659.023733463361
17,17,0.9763150373204372,7477.620042174397
18,18,0.9755241391195355,7294.5988543051635
19,19,0.9658112930053651,7045.205951431924
20,20,1.0044490408372666,7076.550360416799
21,21,0.9820261625919261,6949.35759482862
